"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_add_negative_numbers_raises_error","test","2025-12-15","passed","2025-12-15","TestStringCalculator","test_string_calculator","",""
"","0","test_add_single_number_returns_that_number","test","2025-12-15","passed","2025-12-15","TestStringCalculator","test_string_calculator","",""
"","0","test_user_has_correct_email","test","2025-12-15","passed","2025-12-15","","test_users","",""
"","0","test_add_multiple_numbers_returns_sum","test","2025-12-15","passed","2025-12-15","TestStringCalculator","test_string_calculator","",""
"","0","test_add_multiple_negatives_show_all","test","2025-12-15","passed","2025-12-15","TestStringCalculator","test_string_calculator","",""
"","0","test_add_custom_delim","test","2025-12-15","passed","2025-12-15","TestStringCalculator","test_string_calculator","",""
"","0","test_add_empty_string_returns_zero","test","2025-12-15","passed","2025-12-15","TestStringCalculator","test_string_calculator","",""
"","0","test_add_ignore_over_thousand","test","2025-12-15","passed","2025-12-15","TestStringCalculator","test_string_calculator","",""
"","0","test_add_newline_delimiter","test","2025-12-15","passed","2025-12-15","TestStringCalculator","test_string_calculator","",""
"","0","test_admin_has_admin_role","test","2025-12-15","passed","2025-12-15","","test_users","",""
